day,leg,side,outcome,pnl
2026-01-16,CV2_E3,BUY,TP,7.51
2026-01-16,CV2_E1,BUY,SL,-7.0
2026-01-16,CV2_E1,BUY,SL,-8.57
2026-01-16,CV2_E3,BUY,SL,-8.57
2026-01-16,CV2_E1,BUY,SL,-8.78
2026-01-16,CV2_E1,BUY,TP,12.97
2026-01-16,CV2_E2,BUY,TP,12.97
2026-01-16,CV2_E1,BUY,TP,20.69
2026-01-16,CV2_E2,BUY,SL,-16.55
2026-01-16,CV2_E3,BUY,SL,-16.55
2026-01-16,CV2_E1,BUY,SL,-19.93
2026-01-16,CV2_E2,BUY,SL,-19.93
2026-01-16,CV2_E3,BUY,SL,-19.93
2026-01-16,CV2_E1,BUY,TP,30.28
2026-01-16,CV2_E2,BUY,TP,30.28
2026-01-16,CV2_E2,BUY,TP,32.12
2026-01-19,CV2_S14,BUY,TP,7.26
2026-01-19,CV2_S14,BUY,TIME,-2.49
2026-01-19,CV2_S02,BUY,TIME,1.6
2026-01-19,CV2_S07,SELL,TIME,-4.56
2026-01-19,CV2_S07,BUY,SL,-9.91
2026-01-19,CV2_E1,BUY,TP,6.48
2026-01-19,CV2_E2,BUY,TP,6.48
2026-01-19,CV2_E3,BUY,TP,6.48
2026-01-19,CV2_S02,BUY,TP,14.67
2026-01-19,CV2_S14,BUY,TP,5.19
2026-01-19,CV2_S07,BUY,TP,7.35
2026-01-19,CV2_S02,BUY,TIME,1.74
2026-01-19,CV2_S07,BUY,SL,-7.96
2026-01-19,CV2_S07,SELL,TP,6.85
2026-01-19,CV2_E2,BUY,TIME,5.64
2026-01-19,CV2_E2,BUY,TP,8.15
2026-01-19,CV2_E1,BUY,TP,8.21
2026-01-19,CV2_E2,BUY,TP,8.21
2026-01-19,CV2_E1,BUY,TP,8.32
2026-01-19,CV2_E2,BUY,TP,8.32
2026-01-19,CV2_E3,BUY,TP,8.32
2026-01-19,CV2_S14,BUY,TP,6.65
2026-01-19,CV2_S05,BUY,TP,11.02
2026-01-19,CV2_S07,BUY,TP,7.01
2026-01-19,CV2_E2,BUY,SL,-4.39
2026-01-19,CV2_E3,BUY,SL,-4.39
2026-01-19,CV2_E1,BUY,SL,-4.73
2026-01-19,CV2_E2,BUY,SL,-4.73
2026-01-19,CV2_S14,BUY,SL,-5.92
2026-01-20,CV2_S07,BUY,TP,10.62
2026-01-20,CV2_S07,SELL,SL,-12.12
2026-01-20,CV2_S05,BUY,TP,14.53
2026-01-20,CV2_S07,BUY,SL,-10.58
2026-01-20,CV2_S05,BUY,TP,14.46
2026-01-20,CV2_S07,BUY,SL,-10.75
2026-01-20,CV2_E1,BUY,TP,9.6
2026-01-20,CV2_E2,BUY,TP,10.01
2026-01-20,CV2_S14,BUY,TP,8.0
2026-01-20,CV2_E1,BUY,TP,22.75
2026-01-20,CV2_E2,BUY,TP,22.75
2026-01-20,CV2_S07,SELL,TP,13.02
2026-01-20,CV2_S07,BUY,SL,-10.93
2026-01-20,CV2_E1,BUY,TP,11.31
2026-01-20,CV2_E2,BUY,TP,11.31
2026-01-20,CV2_S14,BUY,TP,9.04
2026-01-20,CV2_S14,BUY,TP,8.85
2026-01-21,CV2_S14,BUY,TP,16.23
2026-01-21,CV2_E1,BUY,TP,21.7
2026-01-21,CV2_E2,BUY,TP,21.7
2026-01-21,CV2_S14,BUY,TP,17.36
2026-01-21,CV2_E2,BUY,TP,22.37
2026-01-21,CV2_S14,BUY,TP,17.9
2026-01-21,CV2_E3,BUY,TP,22.23
2026-01-21,CV2_S07,BUY,TP,18.23
2026-01-21,CV2_S05,BUY,TP,26.5
2026-01-21,CV2_S14,BUY,TP,17.78
2026-01-21,CV2_S14,BUY,TP,18.05
2026-01-21,CV2_S07,SELL,TIME,-2.53
2026-01-21,CV2_S07,SELL,SL,-14.77
2026-01-21,CV2_S07,BUY,TP,12.03
2026-01-21,CV2_S07,BUY,TP,11.48
2026-01-21,CV2_S07,BUY,TP,11.04
2026-01-21,CV2_E2,BUY,TP,10.82
2026-01-21,CV2_S14,BUY,TP,8.66
2026-01-21,CV2_E1,BUY,TP,19.31
2026-01-21,CV2_E2,BUY,TP,19.31
2026-01-21,CV2_E3,BUY,TP,19.31
2026-01-21,CV2_S14,BUY,SL,-19.31
2026-01-21,CV2_E2,BUY,TP,26.81
2026-01-21,CV2_S14,BUY,TP,21.45
2026-01-21,CV2_S14,BUY,SL,-27.39
2026-01-21,CV2_E1,BUY,TIME,-16.17
2026-01-21,CV2_E2,BUY,TIME,-9.6
2026-01-21,CV2_S14,BUY,TP,31.75
2026-01-21,CV2_E1,BUY,TP,37.81
2026-01-21,CV2_E2,BUY,TP,37.81
2026-01-21,CV2_S14,BUY,SL,-37.81
2026-01-21,CV2_E2,BUY,TP,27.35
2026-01-21,CV2_S02,BUY,SL,-66.07
2026-01-21,CV2_S14,BUY,TP,21.88
2026-01-21,CV2_S02,BUY,TIME,-25.38
2026-01-21,CV2_E1,BUY,TP,26.96
2026-01-21,CV2_E2,BUY,TP,26.96
2026-01-21,CV2_S14,BUY,TP,21.56
2026-01-21,CV2_S14,BUY,TP,21.98
2026-01-21,CV2_S14,BUY,SL,-23.41
2026-01-21,CV2_E2,BUY,SL,-20.08
2026-01-21,CV2_S14,BUY,TP,20.08
2026-01-21,CV2_E1,BUY,TP,29.52
2026-01-21,CV2_E2,BUY,TP,29.52
2026-01-21,CV2_E3,BUY,TP,29.52
2026-01-21,CV2_E1,BUY,TP,31.38
2026-01-21,CV2_E2,BUY,TP,31.38
2026-01-21,CV2_E3,BUY,TP,31.38
2026-01-21,CV2_S06,BUY,SL,-20.96
2026-01-21,CV2_S02,BUY,TP,51.59
2026-01-22,CV2_S07,SELL,TP,10.29
2026-01-22,CV2_S06,SELL,SL,-8.4
2026-01-22,CV2_S06,SELL,SL,-8.46
2026-01-22,CV2_S06,SELL,SL,-7.99
2026-01-22,CV2_E2,BUY,TIME,4.94
2026-01-22,CV2_E1,BUY,TP,12.38
2026-01-22,CV2_E2,BUY,TP,12.38
2026-01-22,CV2_E3,BUY,SL,-7.6
2026-01-22,CV2_E1,BUY,TP,9.3
2026-01-22,CV2_E2,BUY,TP,9.3
2026-01-22,CV2_E1,BUY,TP,15.28
2026-01-22,CV2_E2,BUY,TP,15.28
2026-01-22,CV2_S07,SELL,SL,-18.88
2026-01-22,CV2_S07,BUY,TP,16.17
2026-01-23,CV2_S07,BUY,SL,-9.23
2026-01-23,CV2_E2,BUY,SL,-8.95
2026-01-23,CV2_E3,BUY,SL,-8.95
2026-01-23,CV2_S14,BUY,SL,-11.19
2026-01-23,CV2_E1,BUY,SL,-9.68
2026-01-23,CV2_E2,BUY,SL,-9.68
2026-01-23,CV2_S14,BUY,SL,-12.11
2026-01-23,CV2_E2,BUY,SL,-10.39
2026-01-23,CV2_S14,BUY,SL,-13.0
2026-01-23,CV2_S05,BUY,TP,14.53
2026-01-23,CV2_S14,BUY,SL,-13.41
2026-01-23,CV2_E1,BUY,SL,-10.88
2026-01-23,CV2_E2,BUY,SL,-10.88
2026-01-23,CV2_S14,BUY,TP,10.88
2026-01-23,CV2_E1,BUY,SL,-13.19
2026-01-23,CV2_E2,BUY,SL,-13.19
2026-01-23,CV2_E3,BUY,SL,-13.19
2026-01-23,CV2_S14,BUY,TP,13.19
2026-01-23,CV2_E1,BUY,TIME,17.61
2026-01-23,CV2_E2,BUY,TIME,17.72
2026-01-23,CV2_S05,BUY,TP,20.04
2026-01-23,CV2_S14,BUY,SL,-19.74
2026-01-23,CV2_S14,BUY,SL,-20.06
2026-01-23,CV2_S14,BUY,SL,-20.83
2026-01-23,CV2_S14,BUY,TP,16.92
2026-01-23,CV2_S14,BUY,TP,17.64
2026-01-23,CV2_S14,BUY,TP,18.06
2026-01-23,CV2_S14,BUY,TP,17.76
2026-01-23,CV2_S14,BUY,TP,17.97
2026-01-23,CV2_S14,BUY,TP,17.58
2026-01-23,CV2_S14,BUY,TP,17.72
2026-01-23,CV2_S14,BUY,TP,18.46
2026-01-23,CV2_S14,BUY,TP,19.8
2026-01-23,CV2_S06,BUY,SL,-9.35
2026-01-23,CV2_S07,BUY,SL,-13.12
2026-01-23,CV2_S07,BUY,TP,15.09
2026-01-23,CV2_S07,SELL,TP,15.79
2026-01-23,CV2_E2,BUY,TP,13.49
2026-01-23,CV2_E3,BUY,SL,-10.78
2026-01-23,CV2_E1,BUY,TP,13.84
2026-01-23,CV2_E2,BUY,TP,13.84
2026-01-23,CV2_S14,BUY,SL,-13.83
2026-01-23,CV2_E2,BUY,TP,18.05
2026-01-23,CV2_S14,BUY,TP,14.44
2026-01-23,CV2_E1,BUY,TP,18.86
2026-01-23,CV2_E2,BUY,TP,18.86
2026-01-23,CV2_E3,BUY,TP,18.86
2026-01-23,CV2_S14,BUY,TP,15.1
2026-01-23,CV2_S07,BUY,TP,14.21
2026-01-26,CV2_E1,BUY,TP,12.2
2026-01-26,CV2_E2,BUY,TP,12.2
2026-01-26,CV2_S14,BUY,TP,9.76
2026-01-26,CV2_E2,BUY,TP,12.05
2026-01-26,CV2_S07,SELL,TP,15.82
2026-01-26,CV2_E1,BUY,TP,15.29
2026-01-26,CV2_E2,BUY,TP,15.29
2026-01-26,CV2_S14,BUY,TP,12.23
2026-01-26,CV2_S14,BUY,TP,9.0
2026-01-26,CV2_S07,BUY,SL,-13.82
2026-01-26,CV2_S07,SELL,TP,11.66
2026-01-26,CV2_S05,BUY,TP,17.95
2026-01-26,CV2_E2,BUY,SL,-10.47
2026-01-26,CV2_S05,BUY,TP,17.93
2026-01-26,CV2_S14,BUY,SL,-13.1
2026-01-26,CV2_E1,BUY,SL,-12.26
2026-01-26,CV2_E2,BUY,SL,-12.26
2026-01-26,CV2_S14,BUY,SL,-15.32
2026-01-26,CV2_S07,SELL,TP,11.94
2026-01-26,CV2_E2,BUY,SL,-14.13
2026-01-26,CV2_S14,BUY,TP,14.13
2026-01-26,CV2_E1,BUY,TP,20.13
2026-01-26,CV2_E2,BUY,TP,20.13
2026-01-26,CV2_S14,BUY,TP,16.1
2026-01-26,CV2_S14,BUY,TP,15.79
2026-01-26,CV2_E1,BUY,TP,28.34
2026-01-26,CV2_S14,BUY,SL,-21.43
2026-01-26,CV2_E1,BUY,SL,-18.46
2026-01-26,CV2_E2,BUY,SL,-18.46
2026-01-26,CV2_S14,BUY,SL,-23.08
2026-01-26,CV2_E1,BUY,SL,-18.49
2026-01-26,CV2_E2,BUY,SL,-18.49
2026-01-26,CV2_E3,BUY,SL,-18.49
2026-01-26,CV2_S14,BUY,TP,18.49
2026-01-26,CV2_E1,BUY,SL,-18.53
2026-01-26,CV2_E2,BUY,SL,-18.53
2026-01-26,CV2_S02,BUY,SL,-55.2
2026-01-26,CV2_S14,BUY,SL,-23.16
2026-01-26,CV2_E1,BUY,SL,-24.21
2026-01-26,CV2_E2,BUY,SL,-24.21
2026-01-26,CV2_S14,BUY,SL,-30.27
2026-01-26,CV2_S14,BUY,SL,-32.52
2026-01-26,CV2_S14,BUY,TP,28.15
2026-01-26,CV2_E1,BUY,TP,37.38
2026-01-26,CV2_E2,BUY,TP,37.38
2026-01-26,CV2_E3,BUY,TP,37.38
2026-01-26,CV2_S14,BUY,TP,29.91
2026-01-26,CV2_S06,BUY,SL,-21.84
2026-01-26,CV2_S02,BUY,TIME,34.66
2026-01-26,CV2_S14,BUY,SL,-37.9
2026-01-26,CV2_E1,BUY,TP,43.76
2026-01-26,CV2_S14,BUY,TP,35.01
2026-01-26,CV2_S14,BUY,TP,35.38
2026-01-26,CV2_S06,BUY,SL,-22.24
2026-01-26,CV2_S07,SELL,TP,30.15
2026-01-27,CV2_S06,SELL,SL,-10.49
2026-01-27,CV2_S07,SELL,TIME,-0.79
2026-01-27,CV2_S06,SELL,TP,16.19
2026-01-27,CV2_S06,SELL,SL,-11.09
2026-01-27,CV2_E1,BUY,TP,16.36
2026-01-27,CV2_E2,BUY,TP,16.36
2026-01-27,CV2_S07,BUY,TP,14.01
2026-01-27,CV2_E2,BUY,TP,16.52
2026-01-27,CV2_S06,SELL,SL,-9.6
2026-01-27,CV2_S07,SELL,TP,11.07
2026-01-27,CV2_E1,BUY,SL,-8.56
2026-01-27,CV2_E2,BUY,SL,-8.56
2026-01-27,CV2_S14,BUY,TP,8.56
2026-01-27,CV2_E1,BUY,TP,11.82
2026-01-27,CV2_E2,BUY,TP,11.82
2026-01-27,CV2_S14,BUY,TP,9.44
2026-01-27,CV2_S07,BUY,SL,-14.55
2026-01-27,CV2_S07,SELL,TP,12.64
2026-01-27,CV2_E1,BUY,SL,-14.7
2026-01-27,CV2_E1,BUY,SL,-16.25
2026-01-27,CV2_E2,BUY,SL,-16.25
2026-01-27,CV2_E3,BUY,SL,-16.25
2026-01-27,CV2_E2,BUY,TP,23.14
2026-01-27,CV2_S14,BUY,TP,18.5
2026-01-27,CV2_E1,BUY,TP,25.04
2026-01-27,CV2_E2,BUY,TP,25.04
2026-01-27,CV2_S14,BUY,TP,20.04
2026-01-27,CV2_S06,SELL,SL,-17.82
2026-01-27,CV2_S07,BUY,TP,21.87
2026-01-27,CV2_S07,BUY,TP,22.27
2026-01-27,CV2_S07,BUY,TP,19.16
2026-01-27,CV2_S07,SELL,SL,-17.14
2026-01-28,CV2_S07,BUY,TP,15.82
2026-01-28,CV2_S07,SELL,SL,-19.78
2026-01-28,CV2_S07,SELL,TP,17.82
2026-01-28,CV2_E3,BUY,SL,-17.7
2026-01-28,CV2_E1,BUY,SL,-18.51
2026-01-28,CV2_E2,BUY,SL,-18.51
2026-01-28,CV2_E3,BUY,SL,-18.51
2026-01-28,CV2_S14,BUY,SL,-23.13
2026-01-28,CV2_E1,BUY,SL,-20.06
2026-01-28,CV2_S05,BUY,TIME,10.7
2026-01-28,CV2_S14,BUY,SL,-25.07
2026-01-28,CV2_S07,SELL,TP,17.84
2026-01-28,CV2_E3,BUY,SL,-11.59
2026-01-28,CV2_E1,BUY,TP,18.68
2026-01-28,CV2_E2,BUY,TP,18.68
2026-01-28,CV2_E3,BUY,TP,18.68
2026-01-28,CV2_S14,BUY,TP,14.96
2026-01-28,CV2_E2,BUY,TP,21.21
2026-01-28,CV2_S14,BUY,TP,16.97
2026-01-28,CV2_S14,BUY,TP,17.48
2026-01-28,CV2_S07,SELL,SL,-23.5
2026-01-28,CV2_S07,SELL,SL,-23.61
2026-01-28,CV2_E1,BUY,TP,38.04
2026-01-28,CV2_E2,BUY,TP,38.04
2026-01-28,CV2_S14,BUY,TP,30.44
2026-01-28,CV2_E1,BUY,TP,35.11
2026-01-28,CV2_E2,BUY,TP,35.11
2026-01-29,CV2_E1,BUY,SL,-26.28
2026-01-29,CV2_E2,BUY,SL,-26.28
2026-01-29,CV2_S14,BUY,SL,-32.86
2026-01-29,CV2_E1,BUY,SL,-25.63
2026-01-29,CV2_E3,BUY,SL,-25.63
2026-01-29,CV2_S14,BUY,SL,-32.04
2026-01-29,CV2_E1,BUY,SL,-25.65
2026-01-29,CV2_S14,BUY,SL,-32.07
2026-01-29,CV2_S14,BUY,SL,-33.34
2026-01-29,CV2_E1,BUY,SL,-26.22
2026-01-29,CV2_E3,BUY,SL,-26.22
2026-01-29,CV2_S14,BUY,TP,26.22
2026-01-29,CV2_E1,BUY,TP,38.02
2026-01-29,CV2_E2,BUY,TP,38.02
2026-01-29,CV2_S07,BUY,SL,-36.2
2026-01-29,CV2_S14,BUY,TP,30.41
2026-01-29,CV2_S14,BUY,SL,-41.4
2026-01-29,CV2_S07,BUY,SL,-36.8
2026-01-29,CV2_S07,SELL,TP,30.91
2026-01-29,CV2_E1,BUY,TP,24.05
2026-01-29,CV2_E2,BUY,TP,24.05
2026-01-29,CV2_E3,BUY,TP,24.05
2026-01-29,CV2_S07,BUY,TP,32.45
2026-01-29,CV2_S14,BUY,TP,19.24
2026-01-29,CV2_E1,BUY,TP,25.55
2026-01-29,CV2_E2,BUY,TP,25.55
2026-01-29,CV2_S14,BUY,TP,20.44
2026-01-29,CV2_E3,BUY,TP,25.98
2026-01-29,CV2_S07,BUY,SL,-29.59
2026-01-29,CV2_E2,BUY,SL,-40.62
2026-01-29,CV2_E1,BUY,SL,-46.89
2026-01-29,CV2_E2,BUY,SL,-46.89
2026-01-29,CV2_S14,BUY,TP,46.89
2026-01-29,CV2_E1,BUY,SL,-54.19
2026-01-29,CV2_E2,BUY,SL,-54.19
2026-01-29,CV2_S14,BUY,SL,-67.73
2026-01-29,CV2_E1,BUY,SL,-61.93
2026-01-29,CV2_E2,BUY,SL,-61.93
2026-01-29,CV2_S02,BUY,TP,79.59
2026-01-29,CV2_S05,BUY,TP,63.67
2026-01-29,CV2_S14,BUY,SL,-77.42
2026-01-29,CV2_E1,BUY,SL,-73.76
2026-01-29,CV2_E2,BUY,SL,-73.76
2026-01-29,CV2_E2,BUY,SL,-82.47
2026-01-29,CV2_E1,BUY,TP,139.26
2026-01-29,CV2_E2,BUY,TP,139.26
2026-01-29,CV2_S05,BUY,TP,103.17
2026-01-29,CV2_E2,BUY,TP,160.08
2026-01-29,CV2_S02,BUY,TP,152.9
2026-01-29,CV2_S07,SELL,SL,-94.61
2026-01-29,CV2_E1,BUY,TP,58.58
2026-01-29,CV2_E2,BUY,TP,58.58
2026-01-29,CV2_E1,BUY,TP,57.86
2026-01-29,CV2_E2,BUY,TP,57.86
2026-01-29,CV2_E3,BUY,TP,57.86
2026-01-30,CV2_E1,BUY,SL,-57.03
2026-01-30,CV2_E2,BUY,SL,-57.03
2026-01-30,CV2_E2,BUY,SL,-62.01
2026-01-30,CV2_E2,BUY,SL,-66.89
2026-01-30,CV2_E3,BUY,SL,-66.89
2026-01-30,CV2_E1,BUY,SL,-71.77
2026-01-30,CV2_E2,BUY,SL,-71.77
2026-01-30,CV2_E1,BUY,TP,94.7
2026-01-30,CV2_E2,BUY,TP,94.7
2026-01-30,CV2_E3,BUY,TP,94.7
2026-01-30,CV2_E1,BUY,SL,-45.7
2026-01-30,CV2_E2,BUY,SL,-45.7
2026-01-30,CV2_E2,BUY,SL,-48.43
2026-01-30,CV2_E1,BUY,TP,74.25
2026-01-30,CV2_E2,BUY,TP,74.25
2026-01-30,CV2_E2,BUY,TP,74.15
2026-01-30,CV2_E1,BUY,TP,80.5
2026-01-30,CV2_E3,BUY,TP,80.5
2026-01-30,CV2_E1,BUY,TP,86.04
2026-01-30,CV2_E3,BUY,TP,86.04
2026-01-30,CV2_S07,SELL,TP,64.94
2026-01-30,CV2_E3,BUY,SL,-46.79
2026-01-30,CV2_E3,BUY,SL,-47.55
2026-01-30,CV2_E1,BUY,SL,-48.38
2026-01-30,CV2_E1,BUY,SL,-61.02
2026-01-30,CV2_E2,BUY,SL,-61.02
2026-01-30,CV2_E3,BUY,SL,-61.02
2026-01-30,CV2_E1,BUY,SL,-63.6
2026-01-30,CV2_E2,BUY,SL,-63.6
2026-01-30,CV2_E3,BUY,SL,-67.06
2026-01-30,CV2_E1,BUY,SL,-69.43
2026-01-30,CV2_E3,BUY,SL,-69.43
2026-01-30,CV2_E1,BUY,SL,-73.45
2026-01-30,CV2_E1,BUY,SL,-75.45
2026-01-30,CV2_E2,BUY,SL,-75.45
2026-01-30,CV2_E3,BUY,SL,-75.45
2026-01-30,CV2_S07,SELL,TP,80.14
2026-01-30,CV2_E1,BUY,TP,113.68
2026-01-30,CV2_E3,BUY,TP,113.68
2026-01-30,CV2_E1,BUY,TP,117.61
2026-01-30,CV2_E2,BUY,TP,117.61
2026-01-30,CV2_S07,BUY,TP,88.14
2026-01-30,CV2_E2,BUY,SL,-60.94
2026-01-30,CV2_E3,BUY,SL,-60.94
2026-02-02,CV2_S07,BUY,TP,87.22
2026-02-02,CV2_E2,BUY,SL,-56.93
2026-02-02,CV2_E1,BUY,TP,76.18
2026-02-02,CV2_E2,BUY,TP,76.18
2026-02-02,CV2_E1,BUY,TP,80.23
2026-02-02,CV2_E2,BUY,TP,80.23
2026-02-02,CV2_E2,BUY,TP,81.72
2026-02-02,CV2_S07,BUY,TP,55.77
2026-02-02,CV2_E1,BUY,TIME,33.45
2026-02-02,CV2_E1,BUY,TP,84.7
2026-02-02,CV2_E2,BUY,TP,84.7
2026-02-02,CV2_E3,BUY,TP,84.7
2026-02-02,CV2_E1,BUY,TP,59.34
2026-02-02,CV2_E2,BUY,TP,59.34
2026-02-02,CV2_E3,BUY,TP,59.34
2026-02-02,CV2_E1,BUY,TP,54.92
2026-02-02,CV2_E2,BUY,TP,54.92
2026-02-03,CV2_E1,BUY,TP,30.17
2026-02-03,CV2_E2,BUY,TP,30.17
2026-02-03,CV2_E3,BUY,TP,30.17
2026-02-03,CV2_S14,BUY,TP,24.13
2026-02-03,CV2_E3,BUY,SL,-16.07
2026-02-03,CV2_S14,BUY,TP,16.07
2026-02-03,CV2_E2,BUY,TP,22.82
2026-02-03,CV2_E1,BUY,TP,23.62
2026-02-03,CV2_E2,BUY,TP,23.62
2026-02-03,CV2_E3,BUY,TP,23.62
2026-02-03,CV2_S14,BUY,TP,18.9
2026-02-03,CV2_S07,SELL,TP,28.53
2026-02-03,CV2_S07,BUY,TP,31.18
2026-02-03,CV2_E2,BUY,TP,41.34
2026-02-03,CV2_E1,BUY,SL,-39.49
2026-02-03,CV2_E2,BUY,SL,-39.49
2026-02-03,CV2_E2,BUY,TIME,21.36
2026-02-03,CV2_S14,BUY,TP,38.82
2026-02-03,CV2_E1,BUY,TP,51.42
2026-02-03,CV2_E2,BUY,TP,51.42
2026-02-03,CV2_S14,BUY,TP,41.14
2026-02-03,CV2_S14,BUY,TP,37.81
2026-02-03,CV2_E1,BUY,TP,46.98
2026-02-03,CV2_E3,BUY,TP,46.98
2026-02-03,CV2_S14,BUY,TP,37.59
2026-02-03,CV2_S06,SELL,SL,-30.7
2026-02-04,CV2_E2,BUY,SL,-18.01
2026-02-04,CV2_E1,BUY,SL,-17.82
2026-02-04,CV2_E2,BUY,SL,-17.82
2026-02-04,CV2_S14,BUY,SL,-22.27
2026-02-04,CV2_E2,BUY,SL,-18.05
2026-02-04,CV2_S14,BUY,SL,-22.55
2026-02-04,CV2_E1,BUY,SL,-19.14
2026-02-04,CV2_E2,BUY,SL,-19.14
2026-02-04,CV2_S14,BUY,SL,-23.93
2026-02-04,CV2_S07,SELL,TP,22.68
2026-02-04,CV2_E1,BUY,SL,-19.53
2026-02-04,CV2_E3,BUY,SL,-19.53
2026-02-04,CV2_S14,BUY,SL,-24.41
2026-02-04,CV2_S14,BUY,SL,-23.75
2026-02-04,CV2_E3,BUY,SL,-15.99
2026-02-04,CV2_S02,BUY,TP,39.32
2026-02-04,CV2_E1,BUY,TP,24.35
2026-02-04,CV2_E2,BUY,TP,24.35
2026-02-04,CV2_S14,BUY,TP,19.48
2026-02-04,CV2_E2,BUY,TP,24.79
2026-02-04,CV2_S14,BUY,TP,19.83
2026-02-04,CV2_E2,BUY,TP,25.39
2026-02-04,CV2_S14,BUY,TP,20.32
2026-02-04,CV2_E3,BUY,TP,25.44
2026-02-04,CV2_S14,BUY,TP,20.36
2026-02-04,CV2_S07,SELL,TP,24.82
2026-02-04,CV2_E1,BUY,SL,-30.12
2026-02-04,CV2_E2,BUY,SL,-30.12
2026-02-04,CV2_S14,BUY,TP,30.13
2026-02-04,CV2_E1,BUY,SL,-35.98
2026-02-04,CV2_E2,BUY,SL,-35.98
2026-02-04,CV2_S14,BUY,SL,-44.99
2026-02-04,CV2_S14,BUY,SL,-48.73
2026-02-04,CV2_S14,BUY,SL,-56.95
2026-02-04,CV2_E1,BUY,SL,-53.02
2026-02-04,CV2_S14,BUY,SL,-66.28
2026-02-04,CV2_S02,BUY,SL,-88.28
2026-02-04,CV2_S14,BUY,SL,-67.94
2026-02-04,CV2_E1,BUY,SL,-59.69
2026-02-04,CV2_E2,BUY,SL,-59.69
2026-02-04,CV2_E1,BUY,SL,-63.73
2026-02-04,CV2_E2,BUY,SL,-63.73
2026-02-04,CV2_S07,BUY,SL,-56.58
2026-02-04,CV2_S14,BUY,TP,59.17
2026-02-04,CV2_S07,BUY,SL,-59.18
2026-02-04,CV2_S02,BUY,TP,101.71
2026-02-04,CV2_E1,BUY,TIME,44.33
2026-02-04,CV2_S07,BUY,TIME,34.39
2026-02-04,CV2_S06,BUY,TP,54.9
2026-02-05,CV2_S07,SELL,TP,38.83
2026-02-05,CV2_E1,BUY,SL,-28.45
2026-02-05,CV2_E2,BUY,SL,-28.45
2026-02-05,CV2_E3,BUY,SL,-28.45
2026-02-05,CV2_E1,BUY,SL,-29.55
2026-02-05,CV2_E2,BUY,SL,-29.55
2026-02-05,CV2_E1,BUY,TIME,20.41
2026-02-05,CV2_E2,BUY,TIME,19.64
2026-02-05,CV2_E3,BUY,TIME,20.41
2026-02-05,CV2_S02,BUY,TIME,-1.31
2026-02-05,CV2_E2,BUY,TIME,20.31
2026-02-05,CV2_E3,BUY,TIME,19.99
2026-02-05,CV2_S02,BUY,TIME,-3.22
2026-02-05,CV2_S07,SELL,TP,35.87
2026-02-05,CV2_S02,BUY,TIME,-17.89
2026-02-05,CV2_E2,BUY,SL,-22.31
2026-02-05,CV2_E3,BUY,SL,-22.31
2026-02-05,CV2_E1,BUY,SL,-23.32
2026-02-05,CV2_E2,BUY,SL,-23.32
2026-02-05,CV2_S02,BUY,TIME,-16.99
2026-02-05,CV2_E1,BUY,TP,32.5
2026-02-05,CV2_E2,BUY,TP,32.5
2026-02-05,CV2_E3,BUY,TP,32.5
2026-02-05,CV2_E2,BUY,TP,33.49
2026-02-05,CV2_S07,BUY,TP,41.67
2026-02-05,CV2_S02,BUY,TIME,-70.34
2026-02-05,CV2_E3,BUY,TP,66.12
2026-02-05,CV2_S07,SELL,TP,42.08
2026-02-05,CV2_S07,BUY,SL,-43.58
2026-02-05,CV2_S07,SELL,TP,34.4
2026-02-05,CV2_E1,BUY,SL,-26.43
2026-02-05,CV2_E2,BUY,SL,-26.43
2026-02-05,CV2_E2,BUY,SL,-26.28
2026-02-05,CV2_E1,BUY,SL,-25.43
2026-02-05,CV2_E1,BUY,SL,-29.76
2026-02-05,CV2_E1,BUY,SL,-28.11
2026-02-05,CV2_E3,BUY,SL,-28.11
2026-02-05,CV2_E1,BUY,SL,-27.16
2026-02-05,CV2_E3,BUY,SL,-27.16
2026-02-06,CV2_E3,BUY,TP,34.02
2026-02-06,CV2_E1,BUY,TP,15.54
2026-02-06,CV2_E2,BUY,TP,15.54
2026-02-06,CV2_E2,BUY,TP,16.1
2026-02-09,CV2_E1,BUY,TP,25.28
2026-02-09,CV2_E2,BUY,TP,25.28
2026-02-09,CV2_E1,BUY,TP,26.68
2026-02-09,CV2_E2,BUY,TP,26.68
2026-02-09,CV2_E2,BUY,SL,-15.94
2026-02-09,CV2_E2,BUY,SL,-15.91
2026-02-09,CV2_E1,BUY,SL,-16.1
2026-02-09,CV2_E2,BUY,SL,-16.1
2026-02-09,CV2_E3,BUY,SL,-16.1
2026-02-09,CV2_E1,BUY,TP,22.64
2026-02-09,CV2_E2,BUY,TP,22.64
2026-02-09,CV2_E1,BUY,TP,22.54
2026-02-09,CV2_E2,BUY,TP,22.54
2026-02-09,CV2_E3,BUY,TP,22.54
2026-02-09,CV2_E1,BUY,TP,24.42
2026-02-09,CV2_E2,BUY,TP,24.42
2026-02-09,CV2_E1,BUY,TP,24.36
2026-02-09,CV2_E2,BUY,TP,24.36
2026-02-09,CV2_E1,BUY,SL,-13.44
2026-02-09,CV2_E2,BUY,SL,-13.44
2026-02-09,CV2_E1,BUY,TP,18.37
2026-02-09,CV2_E2,BUY,TP,18.37
2026-02-10,CV2_S07,BUY,TP,15.79
2026-02-10,CV2_S05,BUY,TP,23.76
2026-02-10,CV2_S06,SELL,TP,19.22
